bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Exploration\Mju Deep,Mju Deep,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 1004\PL 1004\Exploration\Lienz,Lienz,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 1072\PL 1072\Exploration\Balrog,Balrog,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 1073\PL 1073\Exploration\Zeus,Zeus,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 617\PL 617\Exploration\Eidsvoll,Eidsvoll,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 771\PL 771\Exploration\Deep,Deep,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 817\PL 817\Exploration\Eirik,Eirik,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 817\PL 817\Exploration\Wirkola,Wirkola,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 920\PL 920\Exploration\Oswig East Tarbert,Oswig East Tarbert,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 970\PL 970\Exploration\Ommadawn,Ommadawn,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 050\Gullfaks\Exploration\Gullfaks Exploration Tieback,Gullfaks Exploration Tieback,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 1033\PL 1033\Exploration\Nanna,Nanna,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 920\PL 920\Exploration\Oswig North West,Oswig North West,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 218\Aasta Hansteen\Nise\Aasta Hansteen_Asset Base,Aasta Hansteen_Asset Base,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 338C\Rolvsnes\Basement\Rolvsnes Development Phase I,Rolvsnes Development Phase I,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 359\Solveig\Triassic\Solveig,Solveig,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun Øst,Gudrun Øst,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun Phase II,Gudrun Phase II,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun_Asset Base,Gudrun_Asset Base,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun_Draupne 1,Gudrun_Draupne 1,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun_Draupne 2,Gudrun_Draupne 2,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun_Hugin Vest,Gudrun_Hugin Vest,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun_IOR _RC5,Gudrun_IOR _RC5,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun_Perforate Draupne 3 _A-6,Gudrun_Perforate Draupne 3 _A-6,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 025\Gudrun\Jurassic\Gudrun_Sleipner Pfs,Gudrun_Sleipner Pfs,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 050\Gullfaks\Jurassic\Gullfaks_Asset Base,Gullfaks_Asset Base,Project NOR (PRMS),Allow,Allow,Allow,Allow
bd.001.allow,"Group of members with allow rights to manage a business development project ",BD Projects,Organization\Norway\OMV (Norge) AS\PL 050\Gullfaks\Jurassic\Gullfaks_Hywind,Gullfaks_Hywind,Project NOR (PRMS),Allow,Allow,Allow,Allow
