From date 10/8/2019 To date 10/12/2019
Timestamp, Entity Name, User Name, Action, Comment, Application, Entity Type
"10/11/2019 23:45:18","Administrator","Administrator","User Logout","The user <Administrator> has logged out.","PlanningSpace Dataflow","User"
"10/11/2019 22:59:05","Administrator","Administrator","User Login","The user <Administrator> has logged in.","PlanningSpace Dataflow","User"
"10/11/2019 22:58:52","Administrator","Administrator","User Login","The user [Administrator] has logged in.","PlanningSpace","User"
"10/11/2019 16:30:00","ww\CHRISTIAN130","ww\CHRISTIAN130","User Logout","The user <ww\CHRISTIAN130> has logged out.","PlanningSpace Dataflow","User"
"10/11/2019 16:21:42","gael04","gael04","User Logout","The user <gael04> has logged out.","PlanningSpace Dataflow","User"
"10/11/2019 15:24:34","ww\CHRISTIAN130","ww\CHRISTIAN130","User Login","The user <ww\CHRISTIAN130> has logged in.","PlanningSpace Dataflow","User"
"10/11/2019 15:24:27","ww\CHRISTIAN130","ww\CHRISTIAN130","User Login","The user [ww\CHRISTIAN130] has logged in.","PlanningSpace","User"
"10/11/2019 15:17:02","gael04","gael04","User Login","The user [gael04] has logged in.","PlanningSpace","User"
"10/11/2019 15:02:03","gael04","gael04","User Login","The user [gael04] has logged in.","PlanningSpace","User"
"10/11/2019 14:57:05","gael04","gael04","User Login","The user [gael04] has logged in.","PlanningSpace","User"
"10/11/2019 14:53:38","gael04","gael04","User Login","The user [gael04] has logged in.","PlanningSpace","User"
"10/11/2019 14:00:01","ww\FELIX3","ww\FELIX3","User Logout","The user <ww\FELIX3> has logged out.","PlanningSpace Dataflow","User"
"10/11/2019 13:59:41","ww\X01024526","ww\X01024526","User Logout","The user <ww\X01024526> has logged out.","PlanningSpace Dataflow","User"
"10/11/2019 13:57:56","ww\X01024526","ww\X01024526","User Login","The user <ww\X01024526> has logged in.","PlanningSpace Dataflow","User"
"10/11/2019 13:57:49","ww\X01024526","ww\X01024526","User Login","The user [ww\X01024526] has logged in.","PlanningSpace","User"
"10/11/2019 13:57:30","x01024526","x01024526","User Login","Login for user <x01024526> was unsuccessful. Reason: Invalid User Name and Password. ","PlanningSpace","User"
"10/11/2019 13:57:18","ww//x01024526","ww//x01024526","User Login","Login for user <ww//x01024526> was unsuccessful. Reason: Invalid User Name and Password. ","PlanningSpace","User"
"10/11/2019 12:46:17","OMV_Austria","gael04","Entity Deleted","Deleted workgroup permissions for Node type: <Project AUT (PRMS)>. Node name: <No Prod Expressions>. ","PlanningSpace Dataflow","Project AUT (PRMS)"
"10/11/2019 12:43:40","OMV_Austria","gael04","Entity Created","Set workgroup permissions for Node type: <Project AUT (PRMS)>. Node name: <No Prod Expressions> to AllowAll. ","PlanningSpace Dataflow","Project AUT (PRMS)"
"10/11/2019 12:12:16","ww\FELIX3","ww\FELIX3","User Login","The user <ww\FELIX3> has logged in.","PlanningSpace Dataflow","User"
"10/11/2019 12:12:08","ww\FELIX3","ww\FELIX3","User Login","The user [ww\FELIX3] has logged in.","PlanningSpace","User"
"10/11/2019 12:06:13","ww\FELIX3","ww\FELIX3","User Logout","The user <ww\FELIX3> has logged out.","PlanningSpace Dataflow","User"
"10/11/2019 11:00:11","OMV_Austria","gael04","Entity Deleted","Deleted workgroup permissions for Node type: <Project AUT (PRMS)>. Node name: <Test>. ","PlanningSpace Dataflow","Project AUT (PRMS)"
"10/11/2019 10:53:36","OMV_Austria","gael04","Entity Created","Set workgroup permissions for Node type: <Project AUT (PRMS)>. Node name: <Test> to AllowAll. ","PlanningSpace Dataflow","Project AUT (PRMS)"
"10/11/2019 10:39:24","gael04","gael04","User Login","The user <gael04> has logged in.","PlanningSpace Dataflow","User"
"10/11/2019 10:39:17","gael04","gael04","User Login","The user [gael04] has logged in.","PlanningSpace","User"
"10/11/2019 10:05:37","ww\FELIX3","ww\FELIX3","User Login","The user <ww\FELIX3> has logged in.","PlanningSpace Dataflow","User"
"10/11/2019 10:05:29","ww\FELIX3","ww\FELIX3","User Login","The user [ww\FELIX3] has logged in.","PlanningSpace","User"
"10/11/2019 09:53:02","ww\FELIX3","ww\FELIX3","User Login","The user <ww\FELIX3> has logged in.","PlanningSpace Dataflow","User"
"10/11/2019 09:52:54","ww\FELIX3","ww\FELIX3","User Login","The user [ww\FELIX3] has logged in.","PlanningSpace","User"
"10/10/2019 18:29:41","ARMANDO1","ARMANDO1","User Logout","The user <ARMANDO1> has logged out.","PlanningSpace Dataflow","User"
"10/10/2019 18:22:09","gael04","gael04","User Logout","The user <gael04> has logged out.","PlanningSpace Dataflow","User"
"10/10/2019 18:15:52","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <R&D Technology AUT(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:52","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <R&D Technology AUT(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:47","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Notional Drilling(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:47","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Notional Drilling(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:41","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Innovation & Technology Center (ITC)(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:41","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Innovation & Technology Center (ITC)(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:36","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Cushion gas blow down Thann>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:36","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Cushion gas blow down Thann>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:36","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Gasspeicher>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:36","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Gasspeicher>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <MBF implementation upstr. WTP>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <MBF implementation upstr. WTP>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <Area 2 Matzen Gas_Partial Gas Blowdown>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <Area 2 Matzen Gas_Partial Gas Blowdown>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <IWP 8.9.TH Sector East_MTP>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <IWP 8.9.TH Sector East_MTP>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 7 West Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 7 West Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Area 36_CO2 mitigation>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Area 36_CO2 mitigation>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <Re-Development Strasshof>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:28","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <Re-Development Strasshof>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:14","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <IPA Cooperation OMV-MUL>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:14","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <IPA Cooperation OMV-MUL>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <IWP 16.TH Alkali Pilot>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <IWP 16.TH Alkali Pilot>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <Area 2 Matzen Gas_Cushion Gas_adjustment w. PBD_NIM>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <Area 2 Matzen Gas_Cushion Gas_adjustment w. PBD_NIM>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Area 5 Südgas Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Area 5 Südgas Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Area 1 Nord Drilling Budget 2019>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Area 1 Nord Drilling Budget 2019>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 36>, in document <Area 36 Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:15:13","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 35>, in document <Area 36 Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","ARMANDO1","ARMANDO1","User Login","The server process executing batch job <DFDFX Loader> has successfully logged in on behalf of user <ARMANDO1>.","PlanningSpace","User"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <ELB-LSI1>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <ELB-LSI1>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 2 Matzen Gas_Cushion Gas>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 2 Matzen Gas_Cushion Gas>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <IWP 8.9.TH Sector West>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <IWP 8.9.TH Sector West>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Area 2 Matzen Oil Drilling Budget 2019>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Area 2 Matzen Oil Drilling Budget 2019>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Area 4 Hochleiten Oil Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Area 4 Hochleiten Oil Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 47>, in document <Area 1 Nord Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:57","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 46>, in document <Area 1 Nord Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:39","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Area36_ROAR>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:39","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Area36_ROAR>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <IWP 8.9.TH Sector East_NIM>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <IWP 8.9.TH Sector East_NIM>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 33>, in document <Other OEPA_G&A>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 32>, in document <Other OEPA_G&A>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 2 Matzen Gas Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 2 Matzen Gas Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area Support>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area Support>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 2 Matzen Oil Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:38","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 2 Matzen Oil Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:11","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <R&D Technology AUT(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:11","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <R&D Technology AUT(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:05","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Notional Drilling(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:14:05","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Notional Drilling(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:58","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Innovation & Technology Center (ITC)(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:58","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Innovation & Technology Center (ITC)(1)>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:52","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <Gasspeicher>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:52","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <Gasspeicher>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:52","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Cushion gas blow down Thann>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:52","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Cushion gas blow down Thann>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <IWP 8.9.TH Sector East_MTP>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <IWP 8.9.TH Sector East_MTP>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <MBF implementation upstr. WTP>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <MBF implementation upstr. WTP>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 36_CO2 mitigation>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 36_CO2 mitigation>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <Area 7 West Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <Area 7 West Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 30>, in document <Area 2 Matzen Gas_Partial Gas Blowdown>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 29>, in document <Area 2 Matzen Gas_Partial Gas Blowdown>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 30>, in document <Re-Development Strasshof>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:44","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 29>, in document <Re-Development Strasshof>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:26","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <IWP 16.TH Alkali Pilot>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:26","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <IWP 16.TH Alkali Pilot>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:26","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <IPA Cooperation OMV-MUL>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:26","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <IPA Cooperation OMV-MUL>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:25","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 1 Nord Drilling Budget 2019>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:25","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 1 Nord Drilling Budget 2019>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:25","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 5 Südgas Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:25","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 5 Südgas Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:25","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 30>, in document <Area 2 Matzen Gas_Cushion Gas_adjustment w. PBD_NIM>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:25","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 29>, in document <Area 2 Matzen Gas_Cushion Gas_adjustment w. PBD_NIM>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:25","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 35>, in document <Area 36 Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:25","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 34>, in document <Area 36 Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <ELB-LSI1>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <ELB-LSI1>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 2 Matzen Oil Drilling Budget 2019>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 2 Matzen Oil Drilling Budget 2019>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 46>, in document <Area 1 Nord Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 45>, in document <Area 1 Nord Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <Area 2 Matzen Gas_Cushion Gas>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <Area 2 Matzen Gas_Cushion Gas>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 30>, in document <IWP 8.9.TH Sector West>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 29>, in document <IWP 8.9.TH Sector West>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area 4 Hochleiten Oil Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:13:08","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area 4 Hochleiten Oil Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:12:57","ARMANDO1","ARMANDO1","User Login","The server process executing batch job <DFDFX Loader> has successfully logged in on behalf of user <ARMANDO1>.","PlanningSpace","User"
"10/10/2019 18:12:50","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 32>, in document <Area36_ROAR>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:12:50","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 31>, in document <Area36_ROAR>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:12:50","MTP2019","ARMANDO1","Entity Associated","Tag applied to revision <Rev 31>, in document <Area 2 Matzen Gas Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
"10/10/2019 18:12:50","MTP2019","ARMANDO1","Entity Dissociated","Tag removed from revision <Rev 30>, in document <Area 2 Matzen Gas Asset Base>, in version <zzzMTP2019>.","PlanningSpace Dataflow","Revision Tag"
