[2022-05-30 11:19:16] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:22:35] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:24:47] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:26:25] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:32:10] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:42:59] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:49:29] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:50:49] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:52:24] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 11:53:41] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 13:30:45] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 13:31:31] - [INFO] [WW/adminx449222] on [SOMVAT502676] started [P2V_rename_workgroup.ps1]
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 232, renamed to Z.bd.018.deny
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 243, renamed to Z.bd.008.allow
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 45, renamed to data.Austria.planning
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 249, renamed to Z.bd.011.deny
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 240, renamed to Z.bd.019.deny
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 145, renamed to data.Mexico.planning
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 207, renamed to Z.bd.004.allow
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 202, renamed to Z.bd.004.deny
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 137, renamed to data.Bulgaria.planning
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 200, renamed to Z.bd.007.deny
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 248, renamed to Z.bd.014.allow
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 126, renamed to data.Georgia.planning
[2022-05-30 13:31:44] - [INFO] WW/adminx449222,P2V_PRODTEST,Workgroud ID 146, renamed to data.ArabEmirates.planning
